case_name_final,year_final,court_final,judge_final,docket_number_final,recap_found,opinion_found,data_source_for_text,true_ai_defendants_final,plaintiff_type_lexis,case_theme,procedural_stage_final,outcome_detected_final,motion_outcome_specific_final,dominant_topic,topic_keywords,text_cluster,cluster_keywords,top_tfidf_keywords,nearest_case_name,nearest_case_similarity,fair_use_nlp_score,training_data_nlp_score,scraping_nlp_score,market_harm_nlp_score,memorization_output_nlp_score,dmca_cmi_nlp_score,training_data_conflict_index,fair_use_salience_index,output_risk_index,remedy_pressure_index,case_summary_final
Robinson v. Revlon Consumer Products Corporation,2023,"District Court, N.D. Illinois",Mary M Rowland,1:23-cv-11195,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,discovery,denied; granted,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",llp; ca; boies; schiller flexner; schiller; flexner; boies schiller; flexner llp; francisco ca; san; seal; documents,"In Re: OpenAI, Inc. Copyright Infringement Litigation",0.8923462992023816,0,1,0,0,10,0,0.008695652173913044,0.0,0.0847457627118644,0.0,"In re OpenAI, Inc., 2025 U.S. Dist. LEXIS 125513 In re Openai, Inc., 776 F. Supp. 3d 1352 , 2025 U.S. Dist. LEXIS 66349 (Apr. 3, 2025) Ona T. Wang ORDER RE: SUPPLEMENTAL BRIEFING ONA T. WANG , United States Magistrate Judge : I. BACKGROUND The Court assumes familiarity with the history of these cases. On May 13, 2025, I ordered OpenAI to preserve and segregate all output log data that would otherwise be deleted on a going forward basis until further order of the Court (the ""May 13 Preservation Order""). (ECF 33). Also on May 13, 2025, I scheduled an In-Person Status Conference for May 27, 2025, to discuss the deletion of output log data, and directed the parties to submit supplemental briefing regarding the same. ( See ECF 32). The News Plaintiffs filed their supplemental motion to compel on May 16, 2025, ( see ECF Nos. 43, 44), and OpenAI filed its supplemental opposition on May 23, 2025"
Robinson v. Revlon Consumer Products Corporation,2023,"District Court, N.D. Illinois",Mary M Rowland,1:23-cv-11195,True,False,LexisNexis Text + RECAP Metadata,OpenAI,news_publisher,training_data_copyright,discovery; transfer_or_mdl,denied; granted,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",intervenor; proposed intervenor; llp; intervene; proposed; ca; schiller flexner; flexner; boies; schiller; intervention; motion intervene,Robinson v. Revlon Consumer Products Corporation,0.7366463028578959,0,1,0,0,26,0,0.008695652173913044,0.0,0.22033898305084745,0.0,"In re Openai, Inc., Copyright Infringement Litig., 2025 U.S. Dist. LEXIS 117811 In re Openai, Inc., 776 F. Supp. 3d 1352 , 2025 U.S. Dist. LEXIS 66349 (Apr. 3, 2025) Ona T. Wang ORDER ONA T. WANG , United States Magistrate Judge : On June 6, 2025, Aidan Hunt (""Proposed Intervenor""), proceeding pro se , filed a motion to intervene in this multidistrict litigation under Fed. R. Civ. P. 24(a) and 24(b) for the ""limited purpose of challenging discovery orders in this case that prejudice their rights."" ( See ECF 95). I. BACKGROUND The Court assumes familiarity with the history of these cases. On May 13, 2025, I ordered OpenAI to preserve and segregate all output log data that would otherwise be deleted on a going forward basis until further order of the Court (the ""May 13 Preservation Order""). (ECF 33). On May 16, 2025, I denied OpenAI 's motion for reconsideration of my May 13 Preservation O"
Robinson v. Revlon Consumer Products Corporation,2023,"District Court, N.D. Illinois",Mary M Rowland,1:23-cv-11195,True,True,LexisNexis Text + RECAP Metadata,Microsoft,news_publisher,training_data_copyright,discovery,denied,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",gen; use; fair use; times; fair; copyright holder; holder; ai; 236; benefits; texaco; llp,"In Re: OpenAI, Inc. Copyright Infringement Litigation",0.367682143922482,30,1,0,6,0,0,0.34202898550724636,0.6911654135338345,0.0,0.0,"N.Y. Times Co. v. Microsoft Corp., 757 F. Supp. 3d 594 Motion denied by N.Y. Times Co. v. Microsoft Corp., 2025 U.S. Dist. LEXIS 62442 , 2025 WL 1410658 (Apr. 1, 2025) Authors Guild v. Open AI, Inc., 345 F.R.D. 585 , 2024 U.S. Dist. LEXIS 59322 , 2024 WL 1376055 (Apr. 1, 2024) Ona T. Wang OPINION & ORDER ONA T. WANG , United States Magistrate Judge : I. BACKGROUND The New York Times (the "" Times "" or ""Plaintiff"") brought this action alleging, inter alia , that Defendants unlawfully used Plaintiff's copyrighted works to train Defendants' large-language models (""LLMs""). Defendant OpenAI, Inc. (""Defendant"") seeks to compel production of: (1) the Times 's use of nonparties' generative artificial intelligence (""Gen AI"") tools; (2) the Times 's creation and use of its own Gen AI products; and (3) the Times 's position regarding Gen AI (e.g., positions expressed outside of litigation, knowledge"
"Tremblay v. OpenAI, Inc.",2023,"District Court, N.D. California",Araceli Martinez-Olguin,3:23-cv-03223,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,motion_to_dismiss,denied; granted,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",ucl claim; ucl; claim; matter copyright; plaintiffs; copyright act; subject matter; joseph saveri; saveri; preempted copyright; joseph; ca,"Chabon v. OpenAI, Inc.",0.36071295149966065,0,1,0,0,0,0,0.008695652173913044,0.02857142857142857,0.0,0.0,"Tremblay v. Openai, Inc., 742 F. Supp. 3d 1054 Tremblay v. OpenAI, Inc., 716 F. Supp. 3d 772 , 2024 U.S. Dist. LEXIS 24618 , 2024 WL 557720 (N.D. Cal., Feb. 12, 2024) ARACELI MARTÍNEZ-OLGUÍN ORDER GRANTING MOTION TO DISMISS THE UCL CLAIM Re: Dkt. No. 122 Before this Court is OpenAI 's motion to dismiss Count II of Plaintiffs' First Consolidated Amended Complaint (""FCAC""). The matter is fully briefed and suitable for decision without oral argument. Accordingly, the hearing set for August 1, 2024 is VACATED. See Civil L.R. 7 -6 . This Order assumes familiarity with the facts of the case, the parties' arguments, and the relevant law. Having read the parties' papers and carefully considered their arguments and the relevant legal authority, the Court hereby GRANTS the motion for the following reasons. I. BACKGROUND On February 12, 2024, the Court granted Defendants' motion to dismiss with lea"
"Barkley and Associates, Inc. v. Quizlet, Inc.",2024,"District Court, C.D. California",Wesley L. Hsu,2:24-cv-05964,True,False,LexisNexis Text + RECAP Metadata,Quizlet,education_content_owner,training_data_copyright,appeal; discovery; motion_to_dismiss; summary_judgment; transfer_or_mdl,denied; dismissed; granted; settled_or_stipulated,unknown,5,"quizlet, barkley, fac, ai, fair use, alleges quizlet, materials",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",barkley; quizlet; fac; alleges quizlet; fair use; materials; use; alleges; fair; 9th; 9th cir; content,"Barkley and Associates, Inc. v. Quizlet, Inc.",0.7729815826011708,58,1,0,14,28,2,0.7864734299516908,2.0845864661654137,0.28076639646278556,0.0,"Barkley & Assocs. v. Quizlet, Inc., 2025 U.S. Dist. LEXIS 179287 Barkley & Assocs., Inc. v. Quizlet, Inc., 2025 U.S. Dist. LEXIS 97626 , 2025 WL 1421843 (Mar. 25, 2025) WESLEY L. HSU ORDER RE MOTION TO DISMISS FIRST AMENDED COMPLAINT [87] Before the Court is Defendant Quizlet, Inc. 's ("" Quizlet "") Motion to Dismiss (""Motion"") Plaintiff Barkley & Associates, Inc. 's ("" Barkley "") First Amended Complaint (""FAC""). (Docket No. 87). The court heard oral argument on June 20, 2025. For the reasons set forth below, the Court DENIES Defendant's Motion. I. BACKGROUND A. Factual Background Barkley is a test preparation company that creates and sells proprietary study materials for nurse practitioner certification exams . (FAC ¶¶ 9-12). These materials include original multiple-choice questions, clinical case vignettes, and comprehensive study guides, which Barkley alleges are protected under U.S. "
"Barkley and Associates, Inc. v. Quizlet, Inc.",2024,"District Court, C.D. California",Wesley L. Hsu,2:24-cv-05964,True,False,LexisNexis Text + RECAP Metadata,Quizlet,education_content_owner,training_data_copyright,discovery; motion_to_dismiss; summary_judgment,denied; dismissed; granted,unknown,5,"quizlet, barkley, fac, ai, fair use, alleges quizlet, materials",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",quizlet; barkley; amendment; quizlet ai; amend; delay; ai; leave amend; leave; alleges quizlet; undue; materials,"Barkley and Associates, Inc. v. Quizlet, Inc.",0.7729815826011708,0,5,6,0,12,8,0.4184782608695652,0.34285714285714286,0.18865143699336773,0.0,"Barkley & Assocs., Inc. v. Quizlet, Inc., 2025 U.S. Dist. LEXIS 95372 Barkley & Assocs., Inc. v. Quizlet, Inc., 2025 U.S. Dist. LEXIS 95416 (C.D. Cal., Apr. 8, 2025) WESLEY L. HSU ORDER RE MOTION TO FILE A FIRST AMENDED COMPLAINT [57] Before the Court is Plaintiff Barkley 's ("" Barkley "") Motion for Leave to File a First Amended Complaint (""Motion""). (Docket No. 57). For the reasons set forth below, the Court GRANTS Plaintiff's Motion. I. BACKGROUND This is a trademark infringement case. Barkley originally filed this case against Defendant Quizlet, Inc. ("" Quizlet "") on July 16, 2024. (Complaint, Docket No. 1). On January 22, 2025, during a Rule 30(b)(6) deposition, a Quizlet corporate witness, Sean Marrer, admitted that AI-generated content on Quizlet 's platform, including summaries and study guides, was not independently created by users but was instead derived from preexisting materi"
Basbanes v. Microsoft Corporation,2024,"District Court, S.D. New York",Sidney H. Stein,1:24-cv-00084,True,True,LexisNexis Text + RECAP Metadata,Microsoft,book_author_or_author_group,training_data_copyright,appeal; class_action; discovery; motion_to_dismiss; summary_judgment; transfer_or_mdl,denied; dismissed; granted; transferred,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",california plaintiffs; intervention; llp; openai; new york; york; actions; usa; plaintiffs; california; class; latham watkins,Robinson v. Revlon Consumer Products Corporation,0.45794093775927286,0,3,0,0,6,2,0.02608695652173913,0.0,0.05084745762711865,0.0,"Authors Guild v. Open AI, Inc., 345 F.R.D. 585 Appeal dismissed by Basbanes v. Microsoft Corp., 2024 U.S. App. LEXIS 27209 , 2024 WL 4564684 (Oct. 4, 2024) Motion denied by N.Y. Times Co. v. Microsoft Corp., 757 F. Supp. 3d 594 , 2024 U.S. Dist. LEXIS 212998 (Nov. 22, 2024) Motion granted by Guild v. Openai Inc., 2024 U.S. Dist. LEXIS 217917 , 2024 WL 4949109 (Dec. 2, 2024) Motion granted by, in part, Motion denied by, in part, Motion denied by, Motion granted by, Motion denied by, As moot Authors Guild v. Openai Inc., 2024 U.S. Dist. LEXIS 224715 , 2024 WL 5047445 (Dec. 6, 2024) Motion granted by Guild v. Openai Inc., 2025 U.S. Dist. LEXIS 5365 , 2025 WL 66500 (Jan. 10, 2025) Dismissed by, in part, Dismissed by, Without prejudice, in part, Motion denied by N.Y. Times Co. v. Microsoft Corp., 2025 U.S. Dist. LEXIS 56604 (Mar. 26, 2025) Transferred by In re Openai, Inc., 776 F. Supp. 3d 13"
Daniels v. City of Killeen,2024,"District Court, W.D. Texas",Robert Lee Pitman,1:24-cv-01514,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,motion_to_dismiss,denied; dismissed; granted,motion_to_dismiss_granted,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",plaintiffs; injury; cmi; chatgpt; standing; compl; openai; 1202; concrete; plaintiffs lack; article iii; relief,"MILLER v. BROOKDALE SENIOR LIVING COMMUNITIES, INC.",0.4298553081242514,0,4,2,0,10,66,0.15978260869565217,0.0,0.0847457627118644,0.3285543608124253,"Raw Story Media, Inc. v. OpenAI, Inc., 756 F. Supp. 3d 1 Colleen McMahon DECISION AND ORDER McMahon , J.: Plaintiffs Raw Story Media, Inc. and AlterNet Media, Inc. (collectively ""Plaintiffs"") brought this action, pursuant to the Digital Millennium Copyright Act (the ""DMCA""), 17 U.S.C. § 1201 et seq. , against OpenAI, Inc. , OpenAI GP, LLC, OpenAI, LLC, OpenAI Opco LLC, OpenAI Global LLC, and OpenAI Holdings, LLC (collectively, ""Defendants"" or ""OpenAI""). OpenAI seeks to dismiss Plaintiffs' complaint in its entirely, pursuant to Fed. R. Civ. P. 12(b)(1) and 12(b)(6) . Dkt. No. 68 (""MTD""). For the reasons below, OpenAI's motion to dismiss is GRANTED. Plaintiffs' motion for leave to replead is DENIED WITHOUT PREJUDICE to renewal on a proper record—which means filing a notice of motion to which a proposed amended pleading is attached, together with an explanation of why the proposed amendment"
Daniels v. City of Killeen,2024,"District Court, W.D. Texas",Robert Lee Pitman,1:24-cv-01514,True,True,LexisNexis Text + RECAP Metadata,OpenAI,news_publisher,training_data_copyright,appeal; discovery; motion_to_dismiss; transfer_or_mdl,denied; dismissed; granted; transferred,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",rule 60; llp; mcmahon; reconsideration; 60; ca; plaintiffs; multidistrict; multidistrict litigation; final; extraordinary; extraordinary circumstances,"In Re: OpenAI, Inc. Copyright Infringement Litigation",0.6704946987005538,0,1,0,0,0,22,0.008695652173913044,0.0,0.0,0.09020310633213859,"In re Openai, Inc., 2025 U.S. Dist. LEXIS 116172 In re Openai, Inc., 2025 U.S. Dist. LEXIS 97943 , 2025 WL 1442678 (May 13, 2025) Sidney H. Stein OPINION & ORDER SIDNEY H. STEIN , U.S. District Judge. Plaintiffs Raw Story Media, Inc. and AlterNet Media, Inc. move for reconsideration of the dismissal of their complaint without leave to amend. Plaintiffs' central contention is that the dismissal (ECF. No. 117), which was ordered by Judge Colleen McMahon before the action was transferred to this Court for inclusion in this multidistrict litigation ("" MDL ""), is inconsistent with this Court's decision in New York Times Co. v. Microsoft Corp. , No. 23-cv-11195, 2025 U.S. Dist. LEXIS 64462 , 2025 WL 1009179 (S.D.N.Y. Apr. 4, 2025) . In order to remedy that inconsistency, plaintiffs have moved for reconsideration of Judge McMahon 's order. Plaintiffs' motion is denied. Judge McMahon 's dismissa"
"Famous Birthdays, LLC v. Passes, Inc.",2024,"District Court, C.D. California",Consuelo Bland Marshall,2:24-cv-08364,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,copyright_registration; discovery; motion_to_dismiss; transfer_or_mdl,granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",defendants; 502; famous birthdays; birthdays; computer; famous; computer computer; cal; pen; agreement; complaint; script,"Beijing Meishe Network Technology Co., Ltd. v. TikTok Inc.",0.2522702587896482,12,1,6,0,0,0,0.38369565217391305,0.15789473684210525,0.21739130434782608,0.3333333333333333,"Famous Birthdays, LLC v. Passes, Inc., 2025 U.S. Dist. LEXIS 216479 Famous Birthdays, LLC v. Passes, Inc., 2024 U.S. Dist. LEXIS 207031 , 2024 WL 5257030 (Nov. 14, 2024) CONSUELO B. MARSHALL ORDER RE: DEFENDANTS' MOTION TO DISMISS COMPLAINT The matter before the Court is Defendants' Motion to Dismiss Complaint pursuant to Fed. R. Civ. P. 12(b)(6) . (Dkt. No. 44 (the ""Motion"").) I. BACKGROUND On September 27, 2024, Plaintiff filed the Complaint in this action which names Passes, Inc. ("" Passes "") and Lucy Guo (""Guo"") as defendants, and asserts the following four causes of action: (1) copyright infringement, 17 U.S.C. § 501 , against all Defendants; (2) violation of California Comprehensive Computer Access and Fraud Act, Cal. Pen. Code § 502 against all Defendants; (3) violation of California Unfair Competition Law, Cal. Bus. & Prof. Code § 17200 against all Defendants; and (4) breach of c"
"Green Building Initiative, Inc. v. Green Globe International, Inc.",2024,"District Court, D. Oregon",Michael Howard Simon,3:24-cv-00298,True,True,LexisNexis Text + RECAP Metadata,,unknown,training_data_copyright,appeal,granted,unknown,4,"speech, anthropic, claude, injunction, ai, ab, publishers",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",oregon; fees; fake; strike; motion strike; rule 11; statute; green; sanctions; fee; attorney fees; initiative,Rebecca Cook v. 3M Company,0.27472123223599393,0,5,0,0,2,0,0.043478260869565216,0.0,0.01694915254237288,0.0,"Green Bldg. Initiative, Inc. v. Peacock, 350 F.R.D. 289 Sanctions disallowed by Green Bldg. Initiative, Inc. v. Peacock, 2025 U.S. Dist. LEXIS 227071 (Nov. 12, 2025) Green Bldg. Initiative, Inc. v. Peacock, 2025 U.S. Dist. LEXIS 51429 , 2025 WL 871225 (Mar. 20, 2025) Michael H. Simon OPINION AND ORDER DENYING PLAINTIFF'S MOTION FOR INTERIM ATTORNEY'S FEES AND ORDER TO SHOW CAUSE Michael H. Simon , District Judge . Green Building Initiative, Inc. ("" GBI "") sued Stephen R. Peacock and Green Globe Limited (collectively, ""Defendants"") for trademark infringement, unfair competition, breach of contract, and deceptive trade practices under Oregon law. In February 2025, GBI moved to strike two of Defendants' counterclaims pursuant to Oregon's anti-SLAPP statute, Oregon Revised Statute (""ORS"") § 31.150 (""Motion to Strike""). The Court granted the Motion to Strike in May 2025 without prejudice. Now"
In Re Mosaic LLM Litigation,2024,"District Court, N.D. California",Charles R. Breyer,3:24-cv-01451,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,discovery,granted,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",ghodsi; databricks; mosaicml; custodians; mosaic; ecf 127; pro hac; hac; hac vice; vice; custodian; llp,In Re Mosaic LLM Litigation,0.5793101131926853,0,5,0,0,0,0,0.043478260869565216,0.0,0.0,0.0,"In re Mosaic LLM Litig., 2025 U.S. Dist. LEXIS 121986 In re Mosaic LLM Litig., 2025 U.S. Dist. LEXIS 92718 , 2025 WL 1261145 (May 1, 2025) LISA J. CISNEROS ORDER RESOLVING DISCOVERY LETTER BRIEF AT ECF NO. 127 Re: Dkt. No. 127 Pending before the Court is the parties' Joint Discovery Letter regarding whether the CEO of Defendant Databricks, Dr. Ali Ghodsi, may be designated as a document custodian. ECF No. 127. Plaintiffs argue that Ghodsi is ""uniquely situated to provide relevant information[,]"" given his leadership role and involvement in the acquisition of Defendant MosaicML. Id. at 1. Defendants disagree, characterizing Plaintiffs' arguments as mere ""speculation that [Ghodsi] must have unique information simply by virtue of serving as CEO."" Id. at 5. For the following reasons, the Court GRANTS Plaintiffs' request to designate Ghodsi as a document custodian. Defendants frame their obje"
In Re Mosaic LLM Litigation,2024,"District Court, N.D. California",Charles R. Breyer,3:24-cv-01451,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,discovery,denied; granted,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",wendell; plaintiffs; interrogatories; defendants; databricks; agreements; ecf; 247; acquisition; hac; hac vice; pro hac,In Re Mosaic LLM Litigation,0.5793101131926853,8,19,0,2,0,0,0.2763285024154589,0.10526315789473684,0.0,0.0,"Onan v. Databricks, Inc., 2026 U.S. Dist. LEXIS 9477 In re Mosaic LLM Litig., 2025 U.S. Dist. LEXIS 92718 , 2025 WL 1261145 (May 1, 2025) LISA J. CISNEROS ORDER REGARDING DISCOVERY DISPUTE AT ECF NO. 248 Re: ECF Nos. 246, 248 The parties disagree over (1) whether Defendants must answer Plaintiffs' Interrogatory Nos. 42-50, (2) whether Defendants must produce licensing agreements for text data and related communications, and (3) whether Patrick Wendell may be designated as a document custodian. ECF Nos. 247-3, 248. The close of fact discovery, originally set for November 21, 2025, was continued to January 5, 2026. ECF No. 238. Having considered the record in this case, the parties' arguments, and the relevant legal authority, the undersigned rules as follows: Defendants shall answer Plaintiffs' Interrogatory Nos. 42-50. Defendants shall produce licensing agreements for text data (but do n"
Kelly v. Custer,2024,"District Court, N.D. California",Edward Milton Chen,3:24-cv-09429,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,other_ai_copyright,motion_to_dismiss; transfer_or_mdl,granted; settled_or_stipulated; transferred,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",4,"mr, flycatcher, amazon, royalty, feldman, dr, kelly",flycatcher; sale; stolen; goods; tac; defendants; manufacturer; stolen goods; smart; valley bodega; bodega; count,"Halcyon Horizons, Incorporated v. Delphi Behavioral Health Group, LLC",0.19011155242052433,0,0,0,0,0,0,0.0,0.22857142857142856,0.0,0.018518518518518517,"Flycatcher Corp. Ltd. v. Affable Ave. LLC, 2026 U.S. Dist. LEXIS 23974 Flycatcher Corp. Ltd. v. Affable Ave. LLC, 2025 U.S. Dist. LEXIS 10060 , 2025 WL 212769 (Jan. 16, 2025) KATHERINE POLK FAILLA OPINION AND ORDER KATHERINE POLK FAILLA , District Judge: In October 2024, three truckloads of children's educational toys were ""divert[ed]"" — i.e. , stolen — while in transit to a distribution center. Plaintiffs Flycatcher Corp. Ltd. and Flycatcher Toys, Inc. (collectively, ""Plaintiffs"" or ""Flycatcher"") tried in vain to recover their lost goods. However, Plaintiffs soon noticed that online merchants began to offer these same toys at unusually discounted prices; test purchases undertaken by Plaintiffs later confirmed the source of these toys to be the stolen shipments. After issuing cease-and-desist letters, Plaintiffs brought the instant action, alleging federal claims under the Lanham Act , s"
Kelly v. Custer,2024,"District Court, N.D. California",Edward Milton Chen,3:24-cv-09429,True,False,LexisNexis Text + RECAP Metadata,,legal_database_or_research_provider,training_data_copyright,appeal; discovery; motion_to_dismiss,denied; dismissed,unknown,3,"mr, dr, amazon, royalty, patent, zhao, expert",4,"mr, flycatcher, amazon, royalty, feldman, dr, kelly",feldman; mr; affable; brief; dkt; citation; flycatcher; errors; 158; cite; check; citations,Anthony v. County of San Diego,0.2522300983222399,0,1,0,2,0,0,0.11980676328502415,0.125,0.0,0.018518518518518517,"Flycatcher Corp. v. Affable Ave. LLC, 2026 U.S. Dist. LEXIS 23980 Flycatcher Corp. Ltd. v. Affable Ave. LLC, 2025 U.S. Dist. LEXIS 10060 , 2025 WL 212769 (Jan. 16, 2025) KATHERINE POLK FAILLA OPINION AND ORDER KATHERINE POLK FAILLA , District Judge: In June 2025, Steven A. Feldman , counsel for Defendant Affable Avenue LLC (""Affable""), filed a brief in support of Affable's motion to dismiss that was peppered with false citations. Concerned about both the genesis of these misstatements and counsel's delay in correcting them, the Court issued an Order to Show Cause. Perhaps not appreciating the gravity of the situation, Mr. Feldman responded to that Order with a submission that appeared to have been created by generative artificial intelligence (""AI""), and that itself contained a false citation. The Court's response was stern and unmistakable: ""Mr. Feldman [wa]s not excused from this profe"
"LegalForce RAPC Worldwide P.C. v. MH Sub I, LLC",2024,"District Court, N.D. California",Jacquelyn Scott Corley,3:24-cv-00669,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,ai_authorship_registration,appeal; discovery; transfer_or_mdl,denied; transferred,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",composite; www; marks; mark; service; com; lawyers; evidence; trial; credible; trademark; services,"Comet ML Inc. v. Perplexity AI, Inc.",0.2475028521311368,0,0,0,0,0,0,0.0,0.05714285714285714,0.0,0.037037037037037035,"LegalForce RAPC Worldwide P.C. v. MH Sub I, LLC, 2025 U.S. Dist. LEXIS 262173 LegalForce RAPC Worldwide P.C. v. MH Sub I, LLC, 2024 U.S. Dist. LEXIS 113919 , 2024 WL 3238124 (June 27, 2024) WILLIAM ALSUP FINDINGS OF FACT AND CONCLUSIONS OF LAW Law firm LegalForce RAPC Worldwide P.C. brought this trademark action accusing online referrer to law firms MH Sub I, LLC of infringing two service marks. Following a four-day bench trial, each side proposed findings of fact and each side agreed with or objected to each of the other side's proposals. While the district judge has read the proposed findings and adopted some of them, this order need not and does not address each one. This order makes its own findings from the actual evidence at trial. That said, it also accepts as proven all stipulated facts and all proposed findings of fact written by one side and expressly and wholly agreed to by th"
"MILLER v. BROOKDALE SENIOR LIVING COMMUNITIES, INC.",2024,"District Court, W.D. Pennsylvania",Cathy Bissoon,2:24-cv-01515,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,motion_to_dismiss; transfer_or_mdl,denied; dismissed; granted; settled_or_stipulated; transferred,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",intercept; cmi; training sets; openai; sets; 1202; chatgpt; training; microsoft; articles; injury; removal,Daniels v. City of Killeen,0.4298553081242514,0,7,8,0,40,141,0.5608695652173913,0.05714285714285714,0.3389830508474576,0.0,"Intercept Media, Inc. v. OpenAI, Inc., 767 F. Supp. 3d 18 Transferred by In re Openai, Inc., 776 F. Supp. 3d 1352 , 2025 U.S. Dist. LEXIS 66349 (Apr. 3, 2025) Request denied by In re Openai, Inc., 2025 U.S. Dist. LEXIS 230836 (Nov. 24, 2025) JED S. RAKOFF OPINION AND ORDER JED S. RAKOFF , U.S.D.J.: On November 21, 2024, the Court issued a bottom-line order in the above-captioned case. See ECF No. 122. That order granted the motion of defendant Microsoft Corporation to dismiss in full and with prejudice the claims against it brought by the plaintiff, The Intercept Media, Inc. ("" The Intercept ""), and granted in part the motion of defendants OpenAI to dismiss, dismissing with prejudice plaintiff's claim against OpenAI under 17 U.S.C. § 1202(b) (3) , but allowing plaintiff's claim under 17 U.S.C. § 1202(b) (1) to proceed against OpenAI past the motion-to-dismiss stage. This Opinion explains"
Nazemian v. NVIDIA Corporation,2024,"District Court, N.D. California",Jon Steven Tigar,4:24-cv-01454,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,discovery,unknown,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",pile; large language; language models; large; language; plaintiffs; models; llp; datasets; hac; pro hac; hac vice,In Re Mosaic LLM Litigation,0.3912172292009891,0,43,0,0,0,0,0.3739130434782609,0.0,0.0,0.0,"Nazemian v. Nvidia Corp., 2025 U.S. Dist. LEXIS 163052 Abdi Nazemian v. Nvidia Corp., 2025 U.S. Dist. LEXIS 152768 (Aug. 7, 2025) SALLIE KIM ORDER REGARDING DISCOVERY LETTER BRIEF Regarding Docket No. 162 Now before this Court is a dispute about the scope of discovery based on Plaintiffs' requests. For the reasons set forth below, the Court GRANTS IN PART and DENIES IN PART the request by Plaintiffs. A. Background Plaintiffs Abdi Nazemian, Brian Keene, and Stewart O'Nan (collectively, ""Plaintiffs""), on behalf of themselves and all others similarly situated, allege that Defendant NVIDIA Corporation infringed their copyrighted books when it used databases containing that copyrighted material to train its large language models. (Dkt. No. 1.) Plaintiffs allege that Defendant announced the availability of four large language models in the ""NeMo Megatron series"": NeMo Megatron-GPT 1.3B, NeMo M"
